voivozi (jud. bihor) : erkenez (bihar megye) : 0 :  (hn+ar)
zavoiu (jud. bihor) : torpefalva (bihar megye) : 0 :  (hn+ar)
zece hotare (jud. bihor) : revtizfalu (bihar megye) : 0 :  (hn+ar)
tufalau (jud. covasna) : cofalva (kovaszna megye) : 0 :  (hn+ar)
aita seaca (jud. covasna) : szarazajta (kovaszna megye) : 0 :  (hn+ar)
araci, kozsegkozpont (jud. covasna) : arapatak (kovaszna megye) : 0 :  (hn+ar)
bradet (jud. covasna) : fenyvespataka, bredettelep (kovaszna megye) : 0 :  (hn+ar)
haghig (jud. covasna) : hidveg (kovaszna megye) : 0 :  (hn+ar)
saramas (jud. covasna) : szaramas (kovaszna megye) : 0 :  (hn+ar)
valcele (jud. covasna) : elopatak (kovaszna megye) : 0 :  (hn+ar)
valea crisului (jud. covasna) : sepsikorospatak (kovaszna megye) : 0 :  (hn+ar)
valea dobarlaului (jud. covasna) : dobollopatak (kovaszna megye) : 0 :  (hn+ar)
valea mare (jud. covasna) : nagypatak (kovaszna megye) : 0 :  (hn+ar)
valea mica (jud. covasna) : kispatak (kovaszna megye) : 0 :  (hn+ar)
valea scurta (jud. covasna) : kurtapatak (kovaszna megye) : 0 :  (hn+ar)
valea seaca (jud. covasna) : kezdiszarazpatak (kovaszna megye) : 0 :  (hn+ar)
valea zalanului (jud. covasna) : zalanpatak (kovaszna megye) : 0 :  (hn+ar)
zabratau (jud. covasna) : zabratopatak (kovaszna megye) : 0 :  (hn+ar)
zalan (jud. covasna) : zalan (kovaszna megye) : 0 :  (hn+ar)
tengheler (jud. harghita) : cengeller (hargita megye) : 0 :  (hn+ar)
sasveres (jud. harghita) : sasveres (hargita megye) : 0 :  (hn+ar)
sicasau (jud. harghita) : sikaszo (hargita megye) : 0 :  (hn+ar)
soimeni (jud. harghita) : csikcsomortan (hargita megye) : 0 :  (hn+ar)
soimusu mare (jud. harghita) : nagysolymos (hargita megye) : 0 :  (hn+ar)
soimusu mic (jud. harghita) : kissolymos (hargita megye) : 0 :  (hn+ar)
armaseni (jud. harghita) : csikmenasag (hargita megye) : 0 :  (hn+ar)
baile chirui (jud. harghita) : kirulyfurdo (hargita megye) : 0 :  (hn+ar)
barzava (jud. harghita) : csikborzsova (hargita megye) : 0 :  (hn+ar)
bancu (jud. harghita) : csikbankfalva (hargita megye) : 0 :  (hn+ar)
ciceu (jud. harghita) : csikcsicso (hargita megye) : 0 :  (hn+ar)
ciucani (jud. harghita) : csikcsekefalva (hargita megye) : 0 :  (hn+ar)
ciucsangeorgiu (jud. harghita) : csikszentgyorgy (hargita megye) : 0 :  (hn+ar)
cozmeni (jud. harghita) : csikkozmas (hargita megye) : 0 :  (hn+ar)
craciunel (jud. harghita) : homorodkaracsonyfalva (hargita megye) : 0 :  (hn+ar)
cristuru  secuiesc (jud. harghita) : szekelykeresztur (hargita megye) : 0 :  (hn+ar)
danesti (jud. harghita) : csikdanfalva (hargita megye) : 0 :  (hn+ar)
delnita (jud. harghita) : csikdelne (hargita megye) : 0 :  (hn+ar)
frumoasa (jud. harghita) : csikszepviz (hargita megye) : 0 :  (hn+ar)
ineu (jud. harghita) : csikjenofalva (hargita megye) : 0 :  (hn+ar)
izvorul trotusului (jud. harghita) : santatelek (hargita megye) : 0 :  (hn+ar)
laz-soimus (jud. harghita) : solymosilaz (hargita megye) : 0 :  (hn+ar)
laz-firtanus (jud. harghita) : firtosilaz (hargita megye) : 0 :  (hn+ar)
leliceni (jud. harghita) : csikszentlelek (hargita megye) : 0 :  (hn+ar)
madaras (jud. harghita) : csikmadaras (hargita megye) : 0 :  (hn+ar)
miercurea-ciuc (jud. harghita) : csikszereda (hargita megye) : 0 :  (hn+ar)
mihaileni (jud. harghita) : csikszentmihaly (hargita megye) : 0 :  (hn+ar)
misentea (jud. harghita) : csikmindszent (hargita megye) : 0 :  (hn+ar)
nicolesti (jud. harghita) : csikszentmiklos (hargita megye) : 0 :  (hn+ar)
odorheiu  secuiesc (jud. harghita) : szekelyudvarhely (hargita megye) : 0 :  (hn+ar)
paltinis-ciuc (jud. harghita) : nyiresalja (hargita megye) : 0 :  (hn+ar)
pauleni-ciuc (jud. harghita) : csikpalfalva (hargita megye) : 0 :  (hn+ar)
plaiesii de jos (jud. harghita) : kaszonaltiz (hargita megye) : 0 :  (hn+ar)
plaiesii de sus (jud. harghita) : kaszonfeltiz (hargita megye) : 0 :  (hn+ar)
racu (jud. harghita) : csikrakos (hargita megye) : 0 :  (hn+ar)
sancraieni (jud. harghita) : csikszentkiraly (hargita megye) : 0 :  (hn+ar)
sandominic (jud. harghita) : csikszentdomokos (hargita megye) : 0 :  (hn+ar)
sanmartin (jud. harghita) : csikszentmarton (hargita megye) : 0 :  (hn+ar)
sansimion (jud. harghita) : csikszentsimon (hargita megye) : 0 :  (hn+ar)
santimbru (jud. harghita) : csikszentimre (hargita megye) : 0 :  (hn+ar)
santimbru-bai (jud. harghita) : csikszentimrei budosfurdo (hargita megye) : 0 :  (hn+ar)
simonesti (jud. harghita) : simenfalva (hargita megye) : 0 :  (hn+ar)
tomesti (jud. harghita) : csikszenttamas (hargita megye) : 0 :  (hn+ar)
toplita (jud. harghita) : marosheviz (hargita megye) : 0 :  (hn+ar)
ulcani (jud. harghita) : ulke (hargita megye) : 0 :  (hn+ar)
vacaresti (jud. harghita) : vacsarcsi (hargita megye) : 0 :  (hn+ar)
valeni (jud. harghita) : patakfalva (hargita megye) : 0 :  (hn+ar)
vagani (jud. harghita) : vugany (hargita megye) : 0 :  (hn+ar)
vale (jud. harghita) : valya (hargita megye) : 0 :  (hn+ar)
valea boros (jud. harghita) : borospataka (hargita megye) : 0 :  (hn+ar)
valea capelei (jud. harghita) : kapolnapataka (hargita megye) : 0 :  (hn+ar)
valea garbea (jud. harghita) : gorbepataka (hargita megye) : 0 :  (hn+ar)
valea intunecoasa (jud. harghita) : sotetpatak (hargita megye) : 0 :  (hn+ar)
valea lui antaloc (jud. harghita) : antalokpataka (hargita megye) : 0 :  (hn+ar)
valea lui pavel (jud. harghita) : palpataka (hargita megye) : 0 :  (hn+ar)
valea rece (jud. harghita) : hidegseg (hargita megye) : 0 :  (hn+ar)
valea rotunda (jud. harghita) : uknyed (hargita megye) : 0 :  (hn+ar)
valea stramba (jud. harghita) : tekeropatak (hargita megye) : 0 :  (hn+ar)
valea ugra (jud. harghita) : ugrapataka (hargita megye) : 0 :  (hn+ar)
valea uzului (jud. harghita) : uzvolgye (hargita megye) : 0 :  (hn+ar)
vargatac (jud. harghita) : vargatag (hargita megye) : 0 :  (hn+ar)
vasileni (jud. harghita) : homorodszentlaszlo (hargita megye) : 0 :  (hn+ar)
vidacut (jud. harghita) : hidegkut (hargita megye) : 0 :  (hn+ar)
visafolio (jud. harghita) : visszafolyo (hargita megye) : 0 :  (hn+ar)
voslabeni (jud. harghita) : vaslab (hargita megye) : 0 :  (hn+ar)
vrabia (jud. harghita) : csikverebes (hargita megye) : 0 :  (hn+ar)
zapodea (jud. harghita) : zapodea (hargita megye) : 0 :  (hn+ar)
zencani (jud. harghita) : zsakhegy (hargita megye) : 0 :  (hn+ar)
usamv universitatea de stiinte agricole si medicina veterinara : agrartudomanyi es allatorvosi egyetem : 0 : 
onfl organizatia nationala a femeilor liberali (pnl) : liberalis nok (orszagos) szervezete (nemzeti liberalis part) : 0 : 
marja de eroare : hibahatar (pl_felmeresben) : 0 : 
asociatiei constructorilor de acoperisuri verzi (acavr) : zold tetot epitok szovetsege : 0 : 
consiliul general al municipiului bucuresti (cgmb) : bukarest municipium tanacsa : 0 : 
coasta de fildes  (africa, republica côte d'ivoire) : elefantcsontpart : 0 : 


? : sindicatul national al lucratorilor de penitenciare (snlp) : a bortonben dolgozok orszagos szakszervezete : 0 : 
? : federatia sindicatelor din administratia nationala a penitenciarelor (fsanp) : a bortonok orszagos adminisztraciojanak szakszervezeti szovetsege : 0 : 
directia generala de informatii si protectie interna dgipi : belso elharitasi vezerigazgatosag / belugyminiszteriumi hirszerzes : 0 : 
directia de sanatate publica (dsp) : kozegeszsegugyi igazgatosag : 0 : 
porumb verde (pentru) siloz : zold kukorica / silokukorica (forras: eurlex) : 0 : 

sistarovat (arad) : sistaroc (arad megye, k0zs3g) : 0 :  (hn+ar)
zilier, ziler : napszamos : 0 : 
centrul independent pentru dezvoltarea resurselor de mediu cidrm : a kornyezeti eroforrasok fuggetlen kozpontja : 0 : 
consiliului suprem de aparare a tarii csat : legfelsobb vedelmi tanacs (ro) : 0 : 
ocol silvic : erdokerulet (forras: transindex) : 0 : 
centru de permanenta : (allando) (orvosi) ugyeleti kozpont : 0 : 
spitalul de recuperare : rehabilitacios korhaz (ezt igy forditjuk) : 0 : 
zarnesti, jud. brasov : zernest, zernyest, brasso megye (nem vot benne) : 0 :  (hn+ar)
curtea de justitie a uniunii europene : europai birosag / european court of justice : 0 : 
vatra dornei : dornavatra igy hivjak) : 0 :  (hn+ar)

ampoi, ompoi : ompoly  (folyo/patak, feher megye) (nevvaltozat) : 0 : 
ires       s.c. institutul roman pentru evaluare si strategie (i.r.e.s.) s.r.l : romaniai felmeresi es strategiai intezet : 0 : 
talon auto : forgalmi engedely : 0 : 
muzeului national de istorie a transilvaniei (mnit) : erdelyi nemzeti tortenelmi muzeum : 0 : 

fnpar federatia nationala a producatorilor agrare romane : romaniai mezogazdasagi termelok szovetsege (a roman ex burtis) : 0 : 
fnuass - fond national unic de asigurari de sanatate : orszagos egyseges egeszsegugyi alap : 0 : 
arpim asociatia romana a producatorilor internationali de medicamente : a nemzetkozi gyogyszergyartok romaniai szovetsege : 0 : 
summit : csucstalalkozo : 0 : 




centru de plasament : gyerekotthon (jobbhijan hijjuksza igyo) : 0 : 

ferma agricola de semisubzistenta : felig onellato gazdasag (a magyar videkfejlesztesi honlapon van) : 0 : 
radp regia autonoma a domeniului public : kozterulet-fenntarto vallalat (szabadsag.ro) : 0 : 
acpr asociatia confederatiilor patronale din romania : romaniai munkaltatoi szervezetek szovetsege (acpr) : 0 : 
parchetul de pe langa tribunal : a torvenyszekhez tartozo ugyeszseg (roman kozigazgatasi szotar) : 0 : 
(cisper) centrul de incluziune pentru persoanele de etnie roma : romak tarsadalmi integracios kozpontja (cisper) (kronika) : 0 : 
valeni / calinesti (jud. maramures) : mikolapatak (maramaros megye) : 0 :  (hn+ar)
ojspa oficiului judetean de studii pedologice si agrochimice : megyei pedologiai es agrokemiai intezet (ojspa) : 0 : 
codul de procedura fiscala : adobehajtasi jogsegely (eurlex) : 0 : 
dobanda de politica monetara : iranyado kamatlab (jobb hijan alapkamat) (cseke robi, kozgaz) : 0 : 
cnsc consiliul national de solutionare a contestatiilor : ovasok elbiralasanak orszagos tanacsa cnsc : 0 : 
directia generala de asistenta sociala si protectia copilului (dgaspm) : szocialis es gyermekvedelmi foigazgatosag dgaspm : 0 : 

comisia nationala a valorilor mobiliare cnvm : orszagos tokepiac-felugyeleti bizottsag (nyelvijogok.ro) : 0 : 
consiliul national fiscal : nemzeti koltsegvetesi tanacs (eurlex) : 0 : 
directia pentru agricultura si dezvoltare rurala (dadr) : mezogazdasagi es videkfejlesztesi igazgatosag (dadr) : 0 : 
piatra singuratica (munte, jud. harghita) : egyesko (hegy, hargita megye) : 0 :  (hn+ar)
asociatia companiilor de utilitati in energie (acue) : energiaipari szolgaltatok szovetsege (acue) (hazi forditasi javaslat) : 0 : 
0 : 
asociatia judeteana de fotbal : megyei labdarugo egyesulet (pesek attila, szatmar) : 0 : 
seap sistemul electronic de achizitii publice : elektronikus kozbeszerzesi rendszer (a seap.ro csak ramaszott a roviditesre?) : 0 : 


chechisel parau jud. maramures : kekes patak maramaros megyeben : 0 :  (hn+ar)
prima de vacanta : szabadsagpenz (forras: ujvari) : 0 : 
oraj (fenomen atmosferic complex, care consta din descarcari electrice repetate intre nori sau intre nori si pamant (fulger), insotit de tunete. orajul este caracteristic norilor cumulonimbusi si deci unei stratificari instabile a aerului cu un continut bogat de vapori de apa. orajele pot fi sau nu insotite de precipitatii.) : suru villamlas (meteorologiai terminus romaneknal) : 0 : 
infectie nosocomiala : korhazai fertozes -- korhazban vagy az egeszsegugyi ellatas soran szerzett fertozes : 0 : 
parcul rustic 'la butuci' (cluj-napoca, langa podul garibaldi) : tusko rusztikus jatszoter (kolozsvar, a garibaldi hid kozeleben) (forditasi javaslat) : 0 :  (hn+ar)

academia de ordine si siguranta publica (institutie care ar urma sa se infiinteze) : kozrendi es kozbiztonsagi akademia (forditasi javaslat az atnevezendo rendorakademiara) (at akarjak nevezni a bukaresti cuza rendorakademiat) : 0 : 
gramul de aur (xau) : az arany unciaja (xau) (1 troy uncia = 31.1034768 gram) : 0 : 
universitatea de medicina si farmacie "iuliu hatieganu" : iuliu hatieganu orvostudomanyi es gyogyszereszeti egyetem : 0 : 
rovinieta (rovigneta / rovigniette / vignette) : utmatrica (ro elotaggal a romaniai) ((google, www.roviniete.ro)) : 0 : 
sis sistemul informatic schengen / systeme d' information schengen / schengen information system : schengeni informacios rendszer (sis) (gov.hu) : 0 : 
biroul sirene : sirene iroda: ellatja a schengeni tagsaggal osszefuggo, valamint a schengeni informacios rendszer mukodtetesenek vonatkozasaban meghatarozott feladatokat. pl: biztositja a schengeni tagallamok kozotti zavartalan informaciocseret, felel a nemzeti szervezetek (elsosorban a rendorseg, vam- es penzugyorseg, bevandorlasi es allampolgarsagi hivatal, igazsagugyi szervek) szamara torteno kiegeszito informacio-szolgaltatasert (http://www.police.hu/content/organization?contentid=1996686) : 0 : 
ra-apps regia autonoma - administratia patrimoniului protocolului de stat : allami vagyonigazgatosag (kozig.szotar) : 0 : 
ampmfr asociatia maghiara pentru pregatirea medicala si farmaceutica din romania : rmogyke romaniai magyar orvos es gyogyszeresz kepzesert egyesulet (rmogyke) (rmogyke.ro) : 0 : 

feag  fondul european de ajustare globala : europai globalizacios alkalmazkodasi alap : 0 : 
berd banca europeana pentru reconstructie si dezvoltare : europai ujjaepitesi es fejlesztesi bank (rmdsz.ro) : 0 : 
serviciul de telecomunicatii speciale  sts : kulonleges tavkozlesi szolgalat : 0 : 
crpcis centrul roman pentru promovarea comertului si investitiilor straine : kulkereskedelemet es kulfoldi befekteteseket tamogato kozpont : 0 : 



pasul tihuta : borgoi-hago : 0 :  (hn+ar)
asociatia stiintifica pro scientia administrativa : pro scientia administrativa tudomanyos tarsasag : 0 : 

iluminare publica : kozvilagitas : 0 : 
sinca noua (jud. brasov) : ujsinka (kozseg brasso megyeben) : 0 :  (hn+ar)

gabarit depasit : tulmeretes (jarmu) (http://www.untrr.ro/userfiles1/ordonanta-guvernamentala57-2007.pdf) : 0 : 
uniunea nationala a patronatelor din romania : (romaniai) munkaltatok orszagos szovetsege : 0 : 
european seismological commission / comisia europeana de seismologie : europai szeizmologiai bizottsag (http://www.esc-web.org) : 0 : 

(european system of financial supervisors, esfs) : europai penzugyi felugyeleti rendszer : 0 : 
orniss oficiul registrului national al informatiilor secrete de stat : orszagos allamtitok-nyilvantarto hivatal (orniss) : 0 : 
trichineloza / trihineloza : trichinozis. a trichinak okozta betegseg. brehm alapjan: http://mek.niif.hu/03400/03408/html/2983.html : 0 : 
nuseni (jud. bistrita-nasaud) : apanagyfalu -ban (beszterce-naszod megye) (ragozas) : 0 :  (hn+ar)
mecanismul de cooperare si verificare (mcv) : egyuttmukodesi es ellenorzesi mechanizmus (unio) : 0 : 

accident vascular cerebral : agyverzes (ejsze...) : 0 : 
taxa judiciara : birosagi illetek (ujvari) : 0 : 
taxa extrajudiciara : birosagon kivuli illetek (ujvari) : 0 : 
conventia europeana a drepturilor omului : az europai emberi jogokrol szolo egyezmeny (forras: hungarian-human-rights.eu) : 0 : 
cedo curtea europeana a drepturilor omului : emberi jogok europai birosaga cedo (a rador alapjan) : 0 : 
grupul de lucru al organizatiilor civice (gloc) : civil szervezetek munkacsoportja (gloc) : 0 : 

salmonela : szalmonella (a salmonella enterica bakterium okozta belrendszeri fertozes koznepi neve) : 0 : 
arderea miristilor : tarloegetes : 0 : 




acquis communautaire (francia) -- a kozossegi jog alapfogalma : kozossegi vivmanyok (ez a bevett forditas) : 0 : 
anin negru (fafajta) (alnus glutinosa) : enyves eger - alnus glutinosa : 0 : 
cnas casa nationala de asigurari de sanatate : orszagos egeszsegbiztositasi penztar : 0 : 

cnatdcu consiliul national de atestare a titlurilor, diplomelor si certificatelor universitare : egyetemi cimeket, okleveleket es bizonyitvanyokat elismero orszagos tanacs (cnatdcu) (hhrf)<br> <br> vagy:<br> egyetemi cimeket, okleveleket es bizonyitvanyokat hitelesito orszagos tanacs (cnatdcu) : 0 : 

asociatia marilor retele comerciale din romania (amrcr) : romaniai nagyuzletlancok szovetsege (amrcr) : 0 : 


institutului national de hidrologie si gospodarire a apelor (inhga). : orszagos hidrologiai es vizgazdalkodasi intezet (inhga) : 0 : 


